88,Wayne Gretzky Steve Nash Las Vegas NLL TSN Two of Canada s most prominent athletes are part of the ownership group of the National Lacrosse League s new Las Vegas franchise  LAS VEGAS Two of Canada s most prominent athletes are part of the ownership group of the National Lacrosse League s new Las Vegas franchise r nThe NLL says Wayne Gretzky and Steve Nash will join golf 1223 chars ,,prominent,neutral
89,VIDO s COVID vaccine safe says Canadian Centre for Vaccinology CKOM News Talk Sports The COVID 19 vaccine created by Saskatoon s Vaccine and Infectious Disease Organization VIDO has been demons  The COVID 19 vaccine created by Saskatoon s Vaccine and Infectious Disease Organization VIDO has been demonstrated as safe and effective in its Phase One clinical trials r nThe interim data results 1013 chars ,,effective safe,negative
90,Nova Scotia to open border to P E I N L Wednesday N B travellers subject to isolation based on vaccination status CTV News Atlantic  ol li Nova Scotia to open border to P E I N L Wednesday N B travellers subject to isolation based on vaccination status CTV News Atlantic r n li li Update COVID 19 for Nova Scotians Thursday June 17 2021 Nova Scotia Government r n li li N S to im  HALIFAX r nNova Scotias borders will officially open to Atlantic travel as of 8 a m Wednesday morning although some restrictions will still apply to those travelling from New Brunswick r nThe prov 4617 chars ,isolation,,positive
91,Wayne Gretzky Steve Nash part of ownership group of NLL s new Las Vegas franchise The Globe and Mail  ol li Wayne Gretzky Steve Nash part of ownership group of NLL s new Las Vegas franchise The Globe and Mail r n li li Wayne Gretzky Steve Nash Las Vegas NLL TSN r n li li Wayne Gretzky and Steve Nash team up to buy Las Vegas pro team Offside Daily Hive  Two of Canadas most prominent athletes are part of the ownership group of the National Lacrosse Leagues new Las Vegas franchise r nThe NLL says Wayne Gretzky and Steve Nash will join golf star Dustin 1497 chars ,,prominent,neutral
92,Roadside America in a Story Map The Library of Congress houses the John Margolies Roadside America Photograph Archive That archive contains nearly 12 000 photographs of interesting roadside attractions all over the United States and eastern Canada The collection includes pictures of thing  The Library of Congress houses the John Margolies Roadside America Photograph Archive That archive contains nearly 12 000 photographs of interesting roadside attractions all over the United States a 1805 chars ,,interesting,positive
93,Exclusive Amid accusations of genocide from the West China polices could cut millions of Uyghur births in Xinjiang report Reuters Australia Chinese birth control policies could cut between 2 6 to 4 5 million births of the Uyghur and other ethnic minorities in southern Xinjiang within 20 years up to a third of the region s projected minority population according to a new analysis by a German res  BEIJING Reuters Chinese birth control policies could cut between 2 6 to 4 5 million births of the Uyghur and other ethnic minorities in southern Xinjiang within 20 years up to a third of the reg 9474 chars ,accusations genocide,,negative
94,EXCLUSIVE China policies could cut millions of Uyghur births in Xinjiang Reuters Chinese birth control policies could cut between 2 6 to 4 5 million births of the Uyghur and other ethnic minorities in southern Xinjiang within 20 years up to a third of the region s projected minority population according to a new analysis by a German res  Chinese birth control policies could cut between 2 6 to 4 5 million births of the Uyghur and other ethnic minorities in southern Xinjiang within 20 years up to a third of the regions projected minor 9416 chars ,,,negative
95,Students can get free AirPods and 20 percent off AppleCare in Apple s back to school promo Apple s Back to School promotion in the US and Canada includes free AirPods and 20 off AppleCare on eligible Mad and iPad purchases  Apple has launched its annual back to school promotion in the United States luring students whod buy eligible products with perks like free AirPods and 10 percent off AppleCare r nSTORY HIGHLIGHTS r n 1943 chars ,,free like,negative
96,UN Human Rights Chief Calls On World To Give Reparations To Black People Michelle Bachelet s landmark report offers a look at the centuries of mistreatment faced by Black people worldwide including from the transatlantic slav  GENEVA AP The U N human rights chief in a landmark report launched after the killing of George Floyd in the United States is urging countries worldwide to do more to help end discrimination vio 5556 chars ,discrimination killing,,negative
97,Organigram Holdings Inc Files Preliminary Base Shelf Prospectus Organigram Holdings Inc Organigram or the Corporation TSX OGI NASDAQ OGI announced today that it has a filed a preliminary short form base shelf  MONCTON NB June 24 2021 CNW Organigram Holdings Inc Organigram or the Corporation TSX OGI NASDAQ OGI announced today that it has a filed a preliminary short form base shelf prospe 5012 chars ,,,negative
98,WestJet reconnecting Atlantic Canada routes WestJet is further restoring Atlantic Canada s domestic and interprovincial connectivity with the restart of seven routes to and from destinations across  Airline to restart seven routes across Atlantic Canada by July 2 r nNew non stop service between Calgary Charlottetown to launch on July 29 r nCALGARY AB June 25 2021 CNW WestJet is further restor 4913 chars ,,,positive
99,7 Moncton air traffic controllers to keep jobs after Nav Canada reverses decision Seven air traffic controllers in Moncton N B will get to keep their jobs after Nav Canada reversed its decision from last year to lay them off as part of sweeping cuts across the country In a news release Friday Nav Canada announced that 41 air traffic c  A NAV Canada air traffic controller monitors air traffic at the NAV Canada control centre in Montreal on Friday March 2 2018 Nav Canada announced Friday that 41 air traffic controllers across the 1323 chars ,,sweeping,neutral
100,N B COVID 19 roundup Province doesn t quite hit 75 vaccination target Yahoo News Canada  ol li N B COVID 19 roundup Province doesn t quite hit 75 vaccination target Yahoo News Canada r n li li N B COVID 19 roundup Province nears 75 vaccination target 1 death reported 7 new cases CBC ca r n li li New Brunswick reports one COVID 19 rela  New Brunswick remains just shy of the 75 vaccination target needed to move to the first phase of reopening Paul Chiasson The Canadian Press file photo image credit r nNew Brunswick still hasn t q 2886 chars ,death,,neutral
101,N B reports two new COVID 19 cases Thursday active infections drop to 40 CTV News Atlantic N B reports two new COVID 19 cases Thursday active infections drop to 40 CTV News AtlanticView Full coverage on Google News HALIFAX r nHealth officials in New Brunswick are reporting two new cases of COVID 19 on Thursday r nOne case is in the province s Moncton region Zone 1 and involves an individual in their 40s Thi 3711 chars ,infections,,neutral
102,Toronto toddler who died after breakfast at sleepover ate poisoned cereal police say CTV Toronto  ol li Toronto toddler who died after breakfast at sleepover ate poisoned cereal police say CTV Toronto r n li li Toronto man charged after allegedly poisoning cereal killing 3 year old girl 680 News r n li li Man charged in fatal child poisoning investi  TORONTO r nA 45 year old man has been charged in connection with the death of a three year old Toronto girl who police say ingested a controlled substance in breakfast cereal r nAn investigation int 2102 chars ,death killing died fatal,,negative
103,Shooting at Toronto birthday party leaves three children man injured police CTV Toronto  ol li Shooting at Toronto birthday party leaves three children man injured police CTV Toronto r n li li 3 children among 4 gunshot victims in Rexdale shooting CityNews Toronto r n li li Paramedics take three children two adults to hospital after Toront  TORONTO r nThree children and a man were shot at a birthday party for a one year old child in Etobicoke on Saturday evening Toronto police say r nEmergency crews were called to the area of Tandridg 1424 chars ,,,negative
104,16 year old fatally shot in Toronto identified by police CTV Toronto  ol li 16 year old fatally shot in Toronto identified by police CTV Toronto r n li li Scarborough murder victim a 16 year old boy Toronto Sun r n li li Boy 16 dies of injuries following Scarborough shooting CBC ca r n li li 16 year old fatally shot in S  TORONTO r nPolice have identified a 16 year old boy who was fatally shot in Scarborough Saturday evening r nEmergency crews were called to an apartment building on Antrim Crescent near Kennedy Road 1009 chars ,murder fatally dies,,negative
105,Toronto police officer killed following deliberate and intentional incident near City Hall CTV Toronto  ol li Toronto police officer killed following deliberate and intentional incident near City Hall CTV Toronto r n li li Toronto police officer struck and killed by vehicle in City Hall parking garage 680 News r n li li Toronto police officer run down ki  TORONTO r nA Toronto police officer has died after being intentionally struck by a vehicle near City Hall overnight Chief James Ramer has confirmed r nIt is with profound sadness that I confirm the 1071 chars ,sadness struck died killed,profound,negative
106,Man says he was nearly beat to death during violent homophobic assault at Toronto Island CTV Toronto  ol li Man says he was nearly beat to death during violent homophobic assault at Toronto Island CTV Toronto r n li li Police investigating alleged Toronto Islands assault CityNews r n li li Ottawa Redblacks player accused in homophobic attack Toronto Su  TORONTO r nA 24 year old man has been left with significant injuries after a violent homophobic assault at the Toronto Island this weekend r nThe incident took place around 11 30 p m on June 5 at t 4810 chars ,violent assault death attack,significant,negative
107,New bill aims to force Canada to tackle systemic environmental racism C 230 would require government to study effect of pollution and industry on marginalized people but conservatives could sink planFor generations marginalized communities in Canada have feared that heavy industry is slowly poisoning their air land and water  For generations marginalized communities in Canada have feared that heavy industry is slowly poisoning their air land and water r nAamjiwnaang First Nation a small Indigenous reserve in Ontario sur 4184 chars ,sink slowly racism,,negative
108,Second wave effect Hotels leave big cities focus on off beat locations According to global real estate service firm JLL hotel occupancy levels in India dropped by 17 per cent and room rates declined by about nine per cent in April 2021 when compared to March 2021 Last week when Mumbai s Hyatt Regency decided to shut down it confirmed everyone s worst fears the second wave has pushed the crumbling hospitality industry into an existential crisis Reports say t 7111 chars ,fears crisis worst crumbling,,neutral
109,When holidays included extravagant flotillas of ships and unyielding elephants Over centuries the outings of viceroys and presidents have changed from a desire to establish might to a need to forge connections Ensconced in the hot and humid confines of the government house at Calcutta British governor generals were often desperate to get away to some place cooler The idea of a retreat was born from the h 6064 chars ,unyielding desperate retreat extravagant humid,hot,neutral
110,Minister Guilbeault Announces Reappointment of Director of Canadian Museum of Immigration at Pier 21 The Honourable Steven Guilbeault Minister of Canadian Heritage announced today the reappointment of Marie Chapman as Director of the Canadian Museum of  The Government of Canada reappointed Marie Chapman as Director of the Canadian Museum of Immigration at Pier 21 r nGATINEAU QC June 15 2021 CNW The Honourable Steven Guilbeault Minister of Cana 2506 chars ,,,negative
111,Pandemic Wave of Automation May Be Bad News for Workers  Pandemic Wave of Automation May Be Bad News for Workers r n n n n n Second column 3rd story link r n n r n n r n n n Related stories CBO predicts severe inlfation  When Kroger customers in Cincinnati shop online these days their groceries may be picked out not by a worker in their local supermarket but by a robot in a nearby warehouse r nGamers at Dave amp Bu 10624 chars ,severe,,positive
112,Canadian home price gains accelerate again in May Teranet Reuters Canadian home prices accelerated again in May from the previous month posting the largest monthly rise in the history of the Teranet National Bank Composite House Price Index data showed on Thursday  A realtor s for sale sign stands outside a house that had been sold in Ottawa Ontario Canada May 27 2021 REUTERS Patrick Doyle FilesOTTAWA June 17 Reuters Canadian home prices accelerated a 1573 chars ,,gains,negative
113,Nova Scotia reports 10 new COVID 19 cases Saturday 145 active cases remain CTV News Atlantic  ol li Nova Scotia reports 10 new COVID 19 cases Saturday 145 active cases remain CTV News Atlantic r n li li Nova Scotia reports 10 new cases of COVID 19 Saturday CBC ca r n li li Potential COVID 19 exposure list for June 11 HalifaxToday ca r n li li T  HALIFAX r nNova Scotia is reporting 10 new cases of COVID 19 on Saturday with the active number of cases at 145 r nFive of the cases are in the Central Zone four in Eastern Zone and one in Western 5684 chars ,,,neutral
114,Military to run COVID 19 vaccination clinic at Halifax Convention Centre Yahoo News Canada  ol li Military to run COVID 19 vaccination clinic at Halifax Convention Centre Yahoo News Canada r n li li Nova Scotia reports zero new COVID 19 cases Monday CBC ca r n li li Nova Scotia reports no new COVID 19 cases for first time since March active cas  Sailor 2nd Class Hannah Angel directs people as they arrive for an asymptomatic COVID 19 testing at the Canada Games Centre in Halifax on April 28 2021 The Canadian Armed Forces will be running a v 1338 chars ,,,neutral
115,Nova Scotia reports 8 new COVID 19 cases Saturday HalifaxToday ca  ol li Nova Scotia reports 8 new COVID 19 cases Saturday HalifaxToday ca r n li li Nova Scotia reports eight new cases of COVID 19 Saturday active cases rise to 52 CTV News Atlantic r n li li Nova Scotia reports 8 new cases of COVID 19 Saturday CBC ca r n  NEWS RELEASECOVID 19 HEALTH WELLNESS Today July 3 Nova Scotia is reporting eight new cases of COVID 19 and three recoveries r nFour cases are in Central Zone and are close co 4816 chars ,,,positive
116,Potential exposure to COVID 19 on several Halifax Transit bus routes HalifaxToday ca  ol li Potential exposure to COVID 19 on several Halifax Transit bus routes HalifaxToday ca r n li li Nova Scotia reports 11 new cases of COVID 19 Saturday Delta and Gamma variants identified CTV News Atlantic r n li li COVID 19 news today A look at reop  NEWS RELEASENOVA SCOTIA HEATH PUBLIC HEALTH Nova Scotia Health Public Health is advising of potential exposure to COVID 19 on several Halifax Transit bus routes In addition 3858 chars ,,,negative
117,An Algorithm That Predicts Deadly Infections Is Often Flawed A study found that a system used to identify cases of sepsis missed most instances and frequently issued false alarms  A complication of infection known as sepsis is the number one killer in US hospitals So its not surprising that more than 100 health systems use an early warning system offered by Epic Systems the 4102 chars ,warning killer complication infection missed false,,negative
118,After Contentious Debate UNC Grants Tenure To Nikole Hannah Jones The University of North Carolina at Chapel Hill s trustees earlier refusal to take up her case inspired a bruising national debate over race journalism and academic freedom  Nikole Hannah Jones accepting a Peabody Award in May 2016 r nMike Coppola Getty Images r nTrustees for the University of North Carolina at Chapel Hill voted Wednesday afternoon at a closed session to g 4074 chars ,bruising refusal,freedom,negative
119,How Underground Fiber Optics Spy on Humans Moving Above Vibrations from cars and pedestrians create unique signals in cables Now scientists have used the trick to show how Covid 19 brought life to a halt  When last springs lockdown quieted the Penn State campus and surrounding town of State College a jury rigged instrument was listening A team of researchers from the university had tapped into an un 3564 chars ,trick,,neutral
120,The U S Has Hit 600 000 COVID Deaths More Than Any Other Country The latest toll from Johns Hopkins University comes nearly four months after the nation crossed the half million mark for deaths from the coronavirus pandemic  Memorials hang from the front gate of Greenwood Cemetery during an event and procession organized by Naming the Lost Memorials to remember and celebrate the lives of those killed by the COVID 19 pand 2555 chars ,toll hang killed,celebrate,neutral
121,How Being Ambivalent Can Help You Make Better Decisions Some decisions require a lot of thought weighing pros and cons and trying to reach the best possible outcome But some people are indecisive about pretty much everything big or small Whether you re dealing with an ambivalent person or you are an ambivalen  Some decisions require a lot of thoughtweighing pros and cons and trying to reach the best possible outcome But some people are indecisive about pretty much everything big or small Whether youre 1808 chars ,cons ambivalent indecisive,best pros pretty,neutral
122,Coronavirus Canada Updates New Brunswick Reports 13 New COVID 19 Cases lintelligencer Coronavirus Canada Updates New Brunswick Reports 13 New COVID 19 Cases lintelligencer New Brunswick is reporting 13 new COVID 19 cases and seven recoveries on Wednesday as the active number of cases in the province increases to 105 r nTwo new cases in the Moncton region Zone 1 invo 974 chars ,,,negative
123,N B reports 13 new cases of COVID 19 province still shy of 75 vaccination target Vancouver Is Awesome  ol li N B reports 13 new cases of COVID 19 province still shy of 75 vaccination target Vancouver Is Awesome r n li li N B COVID 19 roundup 13 new cases vaccination drive to 75 speeds ahead to 72 CBC ca r n li li N B officials say just under 2000  FREDERICTON Health officials in New Brunswick are reporting 13 new cases of COVID 19 today and say the government s vaccination target is still not attained r nOfficials say two new cases are in the M 881 chars ,,,neutral
124,N B COVID 19 roundup Vaccination rates continue to rise Yahoo News Canada  ol li N B COVID 19 roundup Vaccination rates continue to rise Yahoo News Canada r n li li The latest news on COVID 19 developments in Canada GuelphToday r n li li View Full coverage on Google News li ol  Allison Downing a registered nurse prepares the Pfizer BioNtech COVID 19 vaccine at a vaccination clinic in Dartmouth N S Andrew Vaughan The Canadian Press image credit r nNew Brunswick continu 3230 chars ,,,neutral
125,New Brunswick says about 50 000 doses away from hitting Monday s vaccination target Burnaby Now FREDERICTON New Brunswick s government is opening walk in COVID 19 vaccine clinics to help it reach its goal of having 75 per cent of the population 12 and older vaccinated by Monday  FREDERICTON New Brunswick s government is opening walk in COVID 19 vaccine clinics to help it reach its goal of having 75 per cent of the population 12 and older vaccinated by Monday r nIf that target 1380 chars ,,,negative
126,COVID 19 N B records 1 new case sets single day record for 2nd dose vaccinations Global News  ol li COVID 19 N B records 1 new case sets single day record for 2nd dose vaccinations Global News r n li li N B COVID 19 roundup 1 new case 1 in 4 of eligible population fully vaccinated CBC ca r n li li N B reports two new COVID 19 cases Thursday  New Brunswick reported one new case of COVID 19 on Friday and said more than one quarter of people who are eligible are now fully vaccinated in the province r nThe one case is in Zone 6 Bathurst re 1487 chars ,,,neutral
127,New Brunswick continues vaccine campaign reports one case of COVID 19 Sunday CTV News Atlantic  ol li New Brunswick continues vaccine campaign reports one case of COVID 19 Sunday CTV News Atlantic r n li li COVID 19 all of Quebec heads to zone green as of Monday Global News r n li li N B COVID 19 roundup 1 new case almost 15K vaccines administe  HALIFAX r nNew Brunswick is reporting one new case of COVID 19 on Sunday r nThe case is in the province s Edmundston region Zone 4 and involves an individual in their 20s Public health says the c 2928 chars ,,,negative
128,Toronto police to announce its largest drug seizure ever CTV Toronto  ol li Toronto police to announce its largest drug seizure ever CTV Toronto r n li li Toronto police reveal details of their largest ever international drug bust CBC ca r n li li 61M in drugs seized by Toronto Police in service s largest ever bust 680 Ne  TORONTO r nTwenty people are facing rafts of charges each and more than 61 million worth of cocaine crystal meth and marijuana was seized in what Toronto police are calling the largest drug seizu 2745 chars ,bust,worth,neutral
129,COVID 19 N S highway blockade ends after 5 hours protesters vow to keep fighting Global News  ol li COVID 19 N S highway blockade ends after 5 hours protesters vow to keep fighting Global News r n li li N S to impose modified quarantine rules on N B travellers CBC ca r n li li Another spending announcement raises expectations of N S provinci  The Nova Scotia government s decision to partially leave New Brunswick out of the Atlantic Bubble led to a nearly five hour blockade on a section of the Trans Canada Highway on Tuesday r nDozens of de 3428 chars ,impose,led,neutral
130,Saskatchewan made COVID 19 vaccine reaches critical step in testing Saskatoon StarPhoenix VIDO is now launching a call for more adult volunteers in Saskatoon who have yet to receive an approved shot  Article content r nA COVID 19 vaccine developed at the University of Saskatchewan has reached a critical step in a long road toward widespread use r nInterim results from the first phase of trials show 3229 chars ,critical,,neutral
131,Officer in critical condition after being shot in the head manhunt on for suspect A cop is in critical condition after he was reportedly shot in the head while he was investigating a suspect who was allegedly involved in a suspicious incident  A Daytona Beach Florida police officer is in critical condition after he was shot in the head Wednesday night authorities said r nThe officer was responding to a suspicious incident at the time th 1250 chars ,critical suspect suspicious,,positive
132,DOJ files 7 new charges against alleged Capital One hacker The U S Department of Justice DOJ has filed seven new charges against Paige Thompson the former Amazon Web Services AWS engineer accused of hacking Capital One and stealing the personal data of more than 100 million Americans The new charges which inc  The U S Department of Justice DOJ has filed seven new charges against Paige Thompson the former Amazon Web Services AWS engineer accused of hacking Capital One and stealing the personal data of 3333 chars ,stealing,,negative
133,Howard University says Dean of Fine Arts Phylicia Rashad s tweet in support of Bill Cosby lacked sensitivity Yahoo News Canada  ol li Howard University says Dean of Fine Arts Phylicia Rashad s tweet in support of Bill Cosby lacked sensitivity Yahoo News Canada r n li li Phylicia Rashad clarifies Bill Cosby celebration post after backlash Toronto Sun r n li li Hard lessons for la  Bill Cosby and Phylicia Rashad co star in a 1984 episode of The Cosby Show Photo NBC Everett Collection r nPhylicia Rashad s support of Bill Cosby as he was released from prison Wednesday in an ap 3482 chars ,prison lacked,celebration support,positive
134,The mysterious origin of the northern lights has been proven CTV News A group of physicists from Iowa State University have finally proven that the most brilliant auroras are produced by powerful electromagnetic waves during geomagnetic storms according to a newly released study  The aurora borealis or northern lights could easily be described as Earth s greatest light show A phenomenon that s exclusive to the higher latitudes has had scientists in awe and wonder for centu 3985 chars ,mysterious,proven wonder greatest brilliant awe powerful,positive
135,Oxford researchers say they developed blood test predictor of vaccine efficacy Reuters Researchers at Oxford University said on Thursday they have developed a method to predict the efficacy of new COVID 19 vaccines based on a blood test potentially offering a short cut around massive clinical trials that are increasingly difficult to conduct  A healthcare worker applies a dose of the AstraZeneca coronavirus disease COVID 19 vaccine in a vaccination center in San Salvador El Salvador June 22 2021 REUTERS Jose CabezasFRANKFURT June 2 2534 chars ,difficult,,negative
136,Dual antibody drugs effective against COVID 19 variants in animal study Reuters COVID 19 therapies made from a cocktail of two types of antibodies were effective against a wide range of variants of the coronavirus in a mice and hamster study the Washington University School of Medicine in St Louis reported on Monday   Reuters COVID 19 therapies made from a cocktail of two types of antibodies were effective against a wide range of variants of the coronavirus in a mice and hamster study the Washington Universit 2224 chars ,,effective,positive
137,Nova Scotia reports 14 new COVID 19 cases Monday 36 recoveries CTV News Atlantic  ol li Nova Scotia reports 14 new COVID 19 cases Monday 36 recoveries CTV News Atlantic r n li li Nova Scotia reports 12 new cases of COVID 19 Sunday CBC ca r n li li COVID cases reported at two schools in the Central Zone HalifaxToday ca r n li li What  HALIFAX r nHealth officials in Nova Scotia are reporting 14 new cases of COVID 19 on Monday r nAccording to public health 11 cases are in the province s Central zone r nNine of these cases are close 4522 chars ,,,neutral
138,Tropical storm Bill expected to become extra tropical later on Tuesday NHC Reuters Tropical storm Bill is racing north eastward and is expected to weaken later today the U S National Hurricane Center NHC said in its latest advisory on Tuesday  June 15 Reuters Tropical storm Bill is racing north eastward and is expected to weaken later today the U S National Hurricane Center NHC said in its latest advisory on Tuesday r n Little chang 416 chars ,weaken,,negative
139,Nova Scotia reports no new COVID 19 cases for first time since March active cases drop to 79 CTV News Atlantic  ol li Nova Scotia reports no new COVID 19 cases for first time since March active cases drop to 79 CTV News Atlantic r n li li Nova Scotia reports zero new COVID 19 cases Monday CBC ca r n li li Nova Scotia reports zero new COVID 19 cases for first time  HALIFAX r nNova Scotia is reporting no new COVID 19 cases on Monday the first day since March 29 that the province has reported no new cases r n What a great way to begin summer with no new cases b 4443 chars ,,great,neutral
140,Nova Scotia reports 14 new COVID 19 cases Thursday active cases increase to 97 CTV News Atlantic  ol li Nova Scotia reports 14 new COVID 19 cases Thursday active cases increase to 97 CTV News Atlantic r n li li N S reports 14 new COVID 19 cases Rankin Strang to provide update Thursday at 3 p m CBC ca r n li li Rogers Communications deploys 5G in  HALIFAX r nNova Scotia is reporting 14 new COVID 19 cases and nine recoveries on Thursday as the active number of cases in the province increases to 97 r nPublic health says 12 of the new cases are 3995 chars ,,,neutral
141,N S reports 15 new cases of COVID 19 Friday active cases drop to 251 CTV News Atlantic  ol li N S reports 15 new cases of COVID 19 Friday active cases drop to 251 CTV News Atlantic r n li li 15 new COVID 19 cases and 37 recoveries reported Friday HalifaxToday ca r n li li Court challenge set for Nova Scotia COVID 19 injunction CBC ca r n l  HALIFAX r nNova Scotia is reporting 15 new cases of COVID 19 and 37 recoveries on Friday as the active number of cases in the province drops to 251 r nAccording to a release from the province nine 8198 chars ,,,neutral
142,Egerton Ryerson statue toppled at Canada indigenous school protest The depiction of Egerton Ryerson is toppled after a protest at his namesake university in Toronto  image captionRyerson was influential in development of Ontario s public education system r nA statue has been toppled at Ryerson University in Toronto at a protest over the recent discovery of a mass g 2577 chars ,protest,influential,negative
143,A men s brand Faculty launches with nail polish and seed funding from Estee Lauder  It s not a nail polish company says Fenton Jagdeo of Faculty the startup he cofounded in 2019 with Umar ElBably Though their Toronto based company currently sells just three shades of nail polish along with a sleeve of nail stickers at its site that s   It s not a nail polish company says Fenton Jagdeo of Faculty the startup he cofounded in 2019 with Umar ElBably Though their Toronto based company currently sells just three shades of nail polis 3462 chars ,,,neutral
144,Toronto police announce record drug bust Toronto Sun  ol li Toronto police announce record drug bust Toronto Sun r n li li 20 people charged 61 million worth of drugs seized in largest bust in Toronto police history CP24 Toronto s Breaking News r n li li 20 people charged 61M worth of drugs seized in lar  Project Brisa dismantled an international drug ring and netted over 61 million in narcotics r nScott Laurie r nInsp Tyrone Hilton of the Toronto Police Drug Squad with a sack of cash seized as part of 11267 chars ,sack bust,worth,neutral
145,Three dead in two Toronto shootings Toronto Sun  ol li Three dead in two Toronto shootings Toronto Sun r n li li 3 dead in 2 separate shootings in Toronto CityNews r n li li 3 killed in 2 shootings less than an hour apart in Toronto Yahoo News Canada r n li li One person dead after shooting at Toronto  Toronto Police are investigating the deaths of three people who were killed in two separate shootings in the city r nPolice tweeted at around 11 p m Sunday that two victims both males had died at the 552 chars ,dead died killed,,negative
146,Ryerson statue pulled down after Toronto demonstration CTV Toronto The statue of one of the architects of Canada s residential school system was brought down Sunday evening following a downtown demonstration to remember the 215 Indigenous children whose remains were found buried in B C  TORONTO r nThe statue of one of the architects of Canada s residential school system was brought down Sunday evening following a downtown demonstration to remember the 215 Indigenous children whose 8488 chars ,,,negative
147,Man who brutally beat Moncton bartender sentenced to 14 months in jail A 22 year old man was sentenced to almost 14 months in jail Tuesday for brutally beating a Moncton bartender last year over being denied entry to a bar  A 22 year old man was sentenced to almost 14 months in jail Tuesday for brutally beating a Moncton bartender last year over being denied entry to a bar r nAbdallah Abu Zeid pleaded guilty to committin 2598 chars ,brutally guilty denied,,negative
148,Moncton to close fire pit loophole add 10 fee for permits Moncton is changing its rules for fire pits adding a 10 permit fee and closing a loophole that allowed fires even if the province imposed a fire ban because of dry conditions  Moncton is changing its rules for fire pits adding a 10 permit fee and closing a loophole that allowed fires even if the province imposed a fire ban because of dry conditions r nMoncton fire Chief C 1765 chars ,loophole,,negative
149,Moncton has issued dozens of fines under flyer bylaw passed last year Moncton has issued around 60 fines under a bylaw passed by city council last year that requires bundles of flyers to be left in mailboxes and on door steps instead of tossed on driveways and lawns  Moncton has issued dozens of fines under a bylaw passed by city council last year that requires bundles of flyers to be left in mailboxes and on doorsteps instead of tossed onto driveways and lawns 2177 chars ,,,neutral
150,After rent hike left her homeless Moncton woman finally finds affordable home Karen Brooker 60 hopes she has moved for the last time After 30 months of searching for a permanent affordable place to live the Moncton woman moved into a one bedroom downtown apartment with a balcony on April 1  Karen Brooker 60 hopes she has unpacked and hung her paintings and photographs for the last time r nAfter nearly three years of searching for a permanent affordable place to live she and her belo 7290 chars ,hung,affordable,positive
151,Unique program offers day treatment for addiction issues in Moncton area Intensive Day Treatment program offers people over the age of 19 in the Moncton area a four to six week program to deal with substance use or gambling issues  For the last year about 65 people in the Moncton area have been able to get help with substance use or gambling issues during the day and then go home at night r nOffered through Horizon Health s Add 2522 chars ,issues,,neutral
152,Improve your writing with this award winning productivity software package The ProWritingAid Lifetime Subscription Bundle includes an app that gives you stylistic advice  Writing is as difficult as it is rewarding That can be demoralizing for aspiring writers but this app and course bundle from ProWritingAid provide the editorial support you need to succeed Right n 2217 chars ,difficult demoralizing,rewarding support award winning succeed,positive
153,China defends Hungary university plan following protest China on Monday defended a plan to build a university in Hungary saying critics who protested against it in Budapest over the weekend shouldn t politicize  BEIJING AP China on Monday defended a plan to build a university in Hungary saying critics who protested against it in Budapest over the weekend shouldn t politicize and stigmatize normal exchange 2201 chars ,protested protest critics stigmatize,,negative
154,Once a Bastion of Free Speech the A C L U Faces an Identity Crisis An organization that has defended the First Amendment rights of Nazis and the Ku Klux Klan is split by an internal debate over whether supporting progressive causes is more important  That may be an overstatement Mr Wizner who runs the A C L U s free speech project has represented the National Security Agency whistle blower Edward Snowden and rattled off important cases his la 1924 chars ,split rattled overstatement,important supporting free progressive,positive
155,The Efforts to Make Text Based AI Less Racist and Terrible Language models like GPT 3 can write poetry but they often amplify negative stereotypes Researchers are trying different approaches to address the problem  In another test Xudong Shen a National University of Singapore PhD student rated language models based on how much they stereotype people by gender or whether they identify as queer transgender 4534 chars ,problem stereotype queer negative,like,negative
156,Their Essential Interest in Common Was Each Other As they got to know each other better Emily Capilouto and Dr James Harb realized they had more similarities than differences  On paper Emily Capilouto and Dr James Harb didnt seem to have much in common when they connected through the dating app Bumble in 2018 and agreed to meet for a first date in Birmingham Ala where 1066 chars ,,better,negative
157,FAQ Canada Is Canada socialist Canada is a constitutional monarchy with a parliamentary system While it fully embraces a capitalist economic infrastructure it has also implemented a number of safety net programs that reflect strong social values These include unem  Is Canada socialist Canada is a constitutional monarchy with a parliamentary system While it fully embraces a capitalist economic infrastructure it has also implemented a number of safety net progr 4075 chars ,,strong,neutral
158,Washington Updates Senators to Brief Biden on Infrastructure A bipartisan group of senators and White House negotiators have agreed on a framework for an infrastructure agreement It is expected to increase federal spending by nearly 600 billion but leave many of President Biden s economic proposals including investm  LiveUpdated June 24 2021 8 37 a m ET r nJune 24 2021 8 37 a m ET r nA bipartisan group of senators and White House negotiators have agreed on a framework for an infrastructure agreement It is expe 18557 chars ,,,neutral
159,Trudeau Canadians are horrified and ashamed  The prime minister apologizes for the deadly history and enduring legacy of Canada s residential schools  This is a piece of our past that resonates and echoes and continues to be a lived reality of consequences for many many Canadians today Trudeau said r nThe prime minister wouldn t commit to an indep 7760 chars ,deadly horrified ashamed,,neutral
